crown_uid,area,crown_area_m2,species_clean,label_acacia_visual,label_acacia_species,label_acacia_clustering,pred_acacia_visual_model,prob_acacia_visual_model,model_confidence,model_cluster_disagree,uncertain,lon,lat,source_file,source_index,orig_crown_id
SV_S3:crown_0092,SV_S3,33.218206189952795,,-1,-1,1,1,0.5053895104696758,0.5053895104696758,False,True,77.1852794175658,28.53132868999881,s3_master_format.geojson,91,crown_0092
SV_S2:crown_0049,SV_S2,11.548549924362641,,-1,-1,0,1,0.5054071019171253,0.5054071019171253,True,True,77.1736118840684,28.52864806567088,s2_master_format.geojson,48,crown_0049
SV_S2:crown_0007,SV_S2,56.75360697093382,,-1,-1,1,1,0.5054071019171253,0.5054071019171253,False,True,77.17350838019249,28.528673664810768,s2_master_format.geojson,6,crown_0007
SV_S2:crown_0030,SV_S2,15.607516806866773,,-1,-1,0,1,0.5054071019171253,0.5054071019171253,True,True,77.17358509978492,28.528677614056388,s2_master_format.geojson,29,crown_0030
A2:crown_0118,A2,,,-1,-1,-1,1,0.5059000666106446,0.5059000666106446,False,True,77.19587722162312,28.54559248366932,A2_master.geojson,117,crown_0118
SV_S3:crown_0618,SV_S3,40.31299061197674,,-1,-1,1,0,0.4937688271212497,0.5062311728787503,True,True,77.18674301919735,28.531907705233472,s3_master_format.geojson,617,crown_0618
A3:crown_0131,A3,,,-1,-1,-1,1,0.5062569003521736,0.5062569003521736,False,True,77.1993213711972,28.54096570526493,A3_master.geojson,130,crown_0131
A2:crown_0023,A2,,Sheesham / Shisham,-1,0,-1,1,0.5063523172523248,0.5063523172523248,False,True,77.19424625468974,28.54535877179745,A2_master.geojson,22,crown_0023
SV_S3:crown_0581,SV_S3,27.805980974806296,,-1,-1,0,0,0.49342401399408986,0.5065759860059101,False,True,77.1862839708781,28.53039601880624,s3_master_format.geojson,580,crown_0581
A3:crown_0092,A3,,Peepal,-1,0,-1,1,0.5066390993986856,0.5066390993986856,False,True,77.19921089761672,28.54099390264905,A3_master.geojson,91,crown_0092
SV_S2:crown_0068,SV_S2,20.210764137104352,,-1,-1,1,0,0.4933110475762242,0.5066889524237759,True,True,77.17312821960684,28.52883938619976,s2_master_format.geojson,67,crown_0068
SV_S2:crown_0078,SV_S2,15.207094994790893,,-1,-1,1,0,0.4933110475762242,0.5066889524237759,True,True,77.17317762250504,28.528849725394068,s2_master_format.geojson,77,crown_0078
SIT:crown_0068,SIT,,,-1,-1,-1,0,0.4930628058162914,0.5069371941837086,False,True,77.19227723939598,28.546034945745003,sit_master(1).geojson,67,crown_0068
A2:crown_0095,A2,,,-1,-1,-1,1,0.5071258885011795,0.5071258885011795,False,True,77.1952710638171,28.54586867651729,A2_master.geojson,94,crown_0095
SV_S1:crown_0148,SV_S1,32.95130424526294,,-1,-1,0,0,0.4928464985985036,0.5071535014014964,False,True,77.17632275602448,28.533183598841525,s1_master_format.geojson,147,crown_0148
SV_S3:crown_0205,SV_S3,24.47051573906828,,-1,-1,0,0,0.4928195314656773,0.5071804685343226,False,True,77.18535493003657,28.532099839589893,s3_master_format.geojson,204,crown_0205
SV_S3:crown_0196,SV_S3,37.37276297606215,Prosopis Juliflora,-1,1,1,0,0.4928195314656773,0.5071804685343226,True,True,77.18534605134089,28.532040965648324,s3_master_format.geojson,195,crown_0196
SIT:crown_0033,SIT,,Mandphali / Marodphali,-1,0,-1,1,0.5073113792538787,0.5073113792538787,False,True,77.19177033967496,28.54531163020791,sit_master(1).geojson,32,crown_0033
SV_S1:crown_0006,SV_S1,53.84476086965579,,-1,-1,0,0,0.492651272449936,0.507348727550064,False,True,77.17566411485164,28.532381072634674,s1_master_format.geojson,5,crown_0006
SV_S2:crown_0536,SV_S2,45.962147483422456,,-1,-1,1,0,0.49264037195203403,0.507359628047966,True,True,77.17466332557737,28.52827770779277,s2_master_format.geojson,535,crown_0536
SV_S2:crown_0522,SV_S2,13.928173379038958,,-1,-1,0,0,0.4923356211182909,0.5076643788817091,False,True,77.17480962595084,28.52818052029022,s2_master_format.geojson,521,crown_0522
SV_S3:crown_0374,SV_S3,111.41926167559903,,-1,-1,0,1,0.5076749373677115,0.5076749373677115,True,True,77.18566688188038,28.53038373236329,s3_master_format.geojson,373,crown_0374
SV_S3:crown_0034,SV_S3,76.19770270033699,,-1,-1,0,1,0.5076749373677115,0.5076749373677115,True,True,77.18566476877395,28.530393079626144,s3_master_format.geojson,33,crown_0034
SV_S1:crown_0543,SV_S1,24.270077913293342,,-1,-1,0,0,0.4922550391213428,0.5077449608786573,False,True,77.1774578646455,28.532743876925075,s1_master_format.geojson,542,crown_0543
A5:crown_0162,A5,,,-1,-1,-1,0,0.49222396437542865,0.5077760356245713,False,True,77.19788366307614,28.54194473037808,A5_master.geojson,161,crown_0162
SIT:crown_0104,SIT,,,-1,-1,-1,0,0.49221228931681005,0.50778771068319,False,True,77.19161098869083,28.545240080762,sit_master(1).geojson,103,crown_0104
SIT:crown_0103,SIT,,,-1,-1,-1,0,0.49221228931681005,0.50778771068319,False,True,77.19163886688902,28.54528667024357,sit_master(1).geojson,102,crown_0103
